,company,seller_type,year,seats,index,name,number_sold,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,km_distances,binned_engine,co_cc,_num_sales,Diesel,petrol,firstowner,secondowner,others,_company,_seats_in_year,avg_sellertype
106,Maruti,Individual,2013,5.0,106,Maruti Swift Dzire VDI,97,-0.21350169076448317,150000,Diesel,1,First Owner,23.4,1248.0,74.0,0.29817717426724394,3,35091.0,152,1.0,0.0,1.0,0.0,0.0,20,124,-0.35797528539639534
107,Maruti,Individual,2012,5.0,107,Maruti Wagon R VXI BSIII,5,-0.5144641361534781,70000,Petrol,1,First Owner,18.9,998.0,67.1,0.40103462008108093,4,35091.0,113,0.0,1.0,1.0,0.0,0.0,20,101,-0.35797528539639534
108,Honda,Individual,2009,5.0,108,Honda Accord 2.4 AT,1,-0.2981096071388994,100000,Petrol,0,Second Owner,11.7,2354.0,177.6,1.0590896640315544,1,3884.0,11,0.0,1.0,0.0,1.0,0.0,10,11,-0.11712715449401692
109,Ford,Individual,2015,5.0,109,Ford Figo 1.5D Trend MT,7,-0.1772411551754476,60000,Diesel,1,First Owner,25.83,1498.0,99.0,0.3664613561411981,3,3659.0,36,1.0,0.0,1.0,0.0,0.0,9,35,-0.1804388998962062
110,Hyundai,Individual,2017,5.0,110,Hyundai Xcent 1.2 CRDi SX,2,-0.026155590221132882,50000,Diesel,1,First Owner,25.4,1186.0,73.97,-0.5703787972979606,3,15548.0,162,1.0,0.0,1.0,0.0,0.0,11,162,-0.26450256908028097
111,Mahindra,Individual,2014,8.0,111,Mahindra Scorpio VLX 2WD AIRBAG BSIV,5,-0.11680692919372172,300000,Diesel,1,others,12.05,2179.0,120.0,2.061968034556018,1,18820.0,71,1.0,0.0,0.0,0.0,1.0,19,11,-0.049666327583259055
112,Volkswagen,Individual,2015,5.0,112,Volkswagen Polo 1.5 TDI Comfortline,6,-0.2558068576362109,50000,Diesel,1,First Owner,20.14,1498.0,88.8,-0.046199095199595794,3,599.0,9,1.0,0.0,1.0,0.0,0.0,29,9,-0.23759579783563023
113,Maruti,Dealer,2018,5.0,113,Maruti Swift AMT ZXI,23,-0.05637270321199583,69779,Petrol,0,First Owner,22.0,1197.0,81.8,-0.7529080876777112,3,35091.0,221,0.0,1.0,1.0,0.0,0.0,20,208,-0.11139741215452358
114,Maruti,Individual,2009,5.0,114,Maruti SX4 Zxi BSIII,3,-0.539846511065803,110000,Petrol,1,others,15.0,1586.0,104.68,0.6403446562155862,2,35091.0,80,0.0,1.0,0.0,0.0,1.0,20,70,-0.35797528539639534
115,Nissan,Individual,2012,5.0,115,Nissan Sunny Diesel XL,6,-0.5156728206731126,110000,Diesel,1,others,21.64,1461.0,84.8,1.000454273734156,3,213.0,7,1.0,0.0,0.0,0.0,1.0,23,7,-0.24204475758112015
116,Renault,Individual,2013,5.0,116,Renault Duster 85PS Diesel RxL Optional,6,-0.2981096071388994,96000,Diesel,1,First Owner,20.46,1461.0,83.8,1.0268059731076424,3,922.0,17,1.0,0.0,1.0,0.0,0.0,25,17,-0.2859515383770954
117,Maruti,Individual,2010,5.0,117,Maruti Swift Dzire LDi,8,-0.5217162432712852,120000,Diesel,1,others,19.3,1248.0,73.9,0.9257739049243534,3,35091.0,111,1.0,0.0,0.0,0.0,1.0,20,93,-0.35797528539639534
118,Maruti,Individual,2012,5.0,118,Maruti Zen Estilo VXI BSIV,4,-0.5507246717425136,90000,Petrol,1,First Owner,19.0,998.0,67.1,0.40103462008108093,4,35091.0,113,0.0,1.0,1.0,0.0,0.0,20,101,-0.35797528539639534
119,Hyundai,Individual,2013,5.0,119,Hyundai EON Magna Plus,25,-0.539846511065803,80000,Petrol,1,First Owner,21.1,814.0,55.2,0.23999891579500848,4,15548.0,88,0.0,1.0,1.0,0.0,0.0,11,88,-0.26450256908028097
120,Tata,Individual,2017,5.0,120,Tata Tiago 1.2 Revotron XM Option,1,-0.32228329753158974,30000,Petrol,1,First Owner,23.84,1199.0,84.0,-0.10256500506720785,3,8081.0,63,0.0,1.0,1.0,0.0,0.0,27,47,-0.4038951134633411
121,Hyundai,Individual,2015,5.0,121,Hyundai Creta 1.6 CRDi Anniversary Edition,3,0.7897064605321666,40000,Diesel,1,First Owner,19.67,1582.0,126.2,0.08515743795291875,2,15548.0,119,1.0,0.0,1.0,0.0,0.0,11,119,-0.26450256908028097
122,Hyundai,Individual,2008,5.0,122,Hyundai Santro Xing GL,5,-0.6546715404310822,128000,Petrol,1,First Owner,0.0,1086.0,62.0,0.5182112028786224,3,15548.0,39,0.0,1.0,1.0,0.0,0.0,11,39,-0.26450256908028097
123,Hyundai,Individual,2012,5.0,123,Hyundai Verna 1.6 SX CRDi (O),20,-0.23767538115717352,150000,Diesel,1,others,22.32,1582.0,126.32,0.6777867995090646,2,15548.0,87,1.0,0.0,0.0,0.0,1.0,11,87,-0.26450256908028097
124,Ford,Dealer,2014,5.0,124,Ford Ecosport 1.5 Diesel Titanium,6,-0.11680692919372172,105000,Diesel,1,First Owner,21.7,1498.0,98.96,0.5941346348235325,3,3659.0,15,1.0,0.0,1.0,0.0,0.0,9,14,-0.12725770458060498
125,Maruti,Dealer,2018,5.0,125,Maruti Baleno Alpha 1.3,34,0.11284312953683667,38817,Diesel,1,First Owner,27.39,1248.0,74.0,-0.7529080876777112,3,35091.0,221,1.0,0.0,1.0,0.0,0.0,20,208,-0.11139741215452358
126,Maruti,Individual,2018,5.0,126,Maruti Ignis 1.2 Zeta BSIV,4,-0.08658981620285877,10000,Petrol,1,First Owner,20.89,1197.0,81.8,-0.7529080876777112,3,35091.0,221,0.0,1.0,1.0,0.0,0.0,20,208,-0.35797528539639534
127,Maruti,Individual,2016,5.0,127,Maruti Swift VDI BSIV,48,-0.09867666139920396,70000,Diesel,1,Second Owner,25.2,1248.0,74.0,-0.07792833620032594,3,35091.0,185,1.0,0.0,0.0,1.0,0.0,20,159,-0.35797528539639534
128,Honda,Individual,2014,5.0,128,Honda City i DTEC V,6,-0.008025322426615114,120000,Diesel,1,Second Owner,26.0,1498.0,98.6,0.4835278761024106,3,3884.0,27,1.0,0.0,0.0,1.0,0.0,10,25,-0.11712715449401692
129,Hyundai,Individual,2003,7.0,129,Hyundai Santro Xing XS eRLX Euro II,1,-0.6788452308237726,68300,Petrol,1,others,19.921239592969474,1197.0,87.51074005550417,0.9562113289439657,3,15548.0,8,0.0,1.0,0.0,0.0,1.0,11,4,-0.26450256908028097
130,Hyundai,Individual,2006,5.0,130,Hyundai Elantra GT,1,-0.5700636240566659,25000,Petrol,1,others,13.0,1795.0,127.0,0.67785582604831,2,15548.0,17,0.0,1.0,0.0,0.0,1.0,11,8,-0.26450256908028097
131,Ford,Dealer,2017,5.0,131,Ford Figo 1.5D Trend MT,7,-0.1772411551754476,62960,Diesel,1,First Owner,25.83,1498.0,99.0,-0.11700388263113212,3,3659.0,44,1.0,0.0,1.0,0.0,0.0,9,42,-0.12725770458060498
132,Maruti,Individual,2020,5.0,132,Maruti Dzire ZXI,1,0.06449574875145596,20000,Petrol,1,First Owner,23.26,1197.0,88.5,-2.701783016928503,3,35091.0,22,0.0,1.0,1.0,0.0,0.0,20,22,-0.35797528539639534
133,Ford,Individual,2012,5.0,133,Ford Figo Diesel EXI,14,-0.4189780591023512,70000,Diesel,1,First Owner,20.0,1399.0,68.0,0.8885769769703085,3,3659.0,32,1.0,0.0,1.0,0.0,0.0,9,30,-0.1804388998962062
134,Toyota,Dealer,2016,7.0,134,Toyota Innova Crysta 2.4 VX MT,2,1.212746042404248,90000,Diesel,1,First Owner,13.68,2393.0,147.51,0.2930088711441157,1,5059.0,54,1.0,0.0,1.0,0.0,0.0,28,17,0.7757515810472455
135,Fiat,Individual,2006,1.0,135,Fiat Palio 1.2,1,-0.6848886534219452,35000,Petrol,1,First Owner,19.226666666666667,1248.0,83.37133333333333,-0.8794137010673269,3,305.0,1,0.0,1.0,1.0,0.0,0.0,7,1,-0.505449174858796
136,Ford,Individual,2016,5.0,136,Ford Figo 1.2P Trend MT,1,-0.3585438331206253,60000,Petrol,1,First Owner,18.16,1196.0,86.8,-0.03697415403723849,3,3659.0,26,0.0,1.0,1.0,0.0,0.0,9,22,-0.1804388998962062
137,Nissan,Individual,2011,5.0,137,Nissan Sunny XL,4,-0.44315174949504155,96000,Petrol,1,First Owner,16.95,1498.0,97.7,0.37719086486047443,3,213.0,11,0.0,1.0,1.0,0.0,0.0,23,11,-0.24204475758112015
138,Maruti,Individual,2016,5.0,138,Maruti Vitara Brezza LDi Option,5,-0.008025322426615114,70000,Diesel,1,First Owner,24.3,1248.0,88.5,-0.06351717045580828,3,35091.0,185,1.0,0.0,1.0,0.0,0.0,20,159,-0.35797528539639534
139,Maruti,Individual,2010,5.0,139,Maruti Alto LX,36,-0.6304978500383919,80000,Petrol,1,others,19.7,796.0,46.3,0.9257739049243534,4,35091.0,111,0.0,1.0,0.0,0.0,1.0,20,93,-0.35797528539639534
140,Maruti,Individual,2013,5.0,140,Maruti Swift Star VDI,2,-0.2981096071388994,70000,Diesel,1,First Owner,22.9,1248.0,74.0,0.29817717426724394,3,35091.0,152,1.0,0.0,1.0,0.0,0.0,20,124,-0.35797528539639534
141,Maruti,Individual,1999,4.0,141,Maruti 800 AC,32,-0.7151057664128081,60000,Petrol,1,Second Owner,16.1,796.0,37.0,-0.29389026241746063,4,35091.0,11,0.0,1.0,0.0,1.0,0.0,20,7,-0.35797528539639534
142,Jeep,Individual,2017,5.0,142,Jeep Compass 2.0 Longitude Option BSIV,5,1.261092214505109,60000,Diesel,1,First Owner,17.1,1956.0,170.0,-0.41626757396084785,1,18.0,16,1.0,0.0,1.0,0.0,0.0,14,16,1.9907182718328644
143,Maruti,Individual,2017,5.0,143,Maruti Ignis 1.2 Delta BSIV,5,-0.3343701427279349,40000,Petrol,1,First Owner,20.89,1197.0,81.8,-0.3806707764355942,3,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
144,Tata,Individual,2017,5.0,144,Tata Tiago 1.2 Revotron XM,4,-0.3585438331206253,60000,Petrol,1,First Owner,23.84,1199.0,84.0,-0.10256500506720785,3,8081.0,63,0.0,1.0,1.0,0.0,0.0,27,47,-0.4038951134633411
145,Honda,Individual,2015,5.0,145,Honda Amaze Anniversary Edition,1,-0.16515551866362208,82000,Diesel,1,First Owner,25.8,1498.0,98.6,0.048826692838413406,3,3884.0,57,1.0,0.0,1.0,0.0,0.0,10,48,-0.11712715449401692
146,Maruti,Individual,2013,5.0,146,Maruti Alto K10 2010-2014 VXI,24,-0.47941228508407707,35000,Petrol,1,First Owner,20.92,998.0,67.1,0.29817717426724394,4,35091.0,152,0.0,1.0,1.0,0.0,0.0,20,124,-0.35797528539639534
147,Toyota,Dealer,2015,7.0,147,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2,0.8199235735230296,114368,Diesel,1,Second Owner,12.99,2494.0,100.6,0.9448544493128384,1,5059.0,39,1.0,0.0,0.0,1.0,0.0,28,22,0.7757515810472455
148,Hyundai,Individual,2013,5.0,148,Hyundai Verna 1.6 CRDi EX AT,2,-0.16515551866362208,120000,Diesel,0,Second Owner,22.32,1582.0,126.3,0.3319444977429747,2,15548.0,88,1.0,0.0,0.0,1.0,0.0,11,88,-0.26450256908028097
149,Hyundai,Dealer,2011,5.0,149,Hyundai Verna 1.6 SX,27,-0.2981096071388994,221889,Diesel,1,First Owner,22.32,1582.0,126.32,0.5320898438399926,2,15548.0,72,1.0,0.0,1.0,0.0,0.0,11,70,-0.10855554250842206
150,Maruti,Individual,2014,5.0,150,Maruti Ritz VDi,32,-0.26789249414803645,70000,Diesel,1,First Owner,23.2,1248.0,73.94,0.044502470454782686,3,35091.0,134,1.0,0.0,1.0,0.0,0.0,20,114,-0.35797528539639534
151,Honda,Trustmark Dealer,2016,5.0,151,Honda Jazz VX,25,-0.11680692919372172,56494,Petrol,1,First Owner,18.2,1199.0,88.7,-0.17285381341267267,3,3884.0,61,0.0,1.0,1.0,0.0,0.0,10,55,0.016199986239864732
152,BMW,Dealer,2019,5.0,152,BMW X4 M Sport X xDrive20d,56,5.866181442997141,8500,Diesel,0,First Owner,16.78,1995.0,190.0,-3.251770794237543,1,982.0,58,1.0,0.0,1.0,0.0,0.0,3,58,5.727509713930722
153,Maruti,Individual,2016,5.0,153,Maruti Vitara Brezza ZDi Plus Dual Tone,14,0.06449574875145596,110000,Diesel,1,Second Owner,24.3,1248.0,88.5,-0.07792833620032594,3,35091.0,185,1.0,0.0,0.0,1.0,0.0,20,159,-0.35797528539639534
154,Toyota,Individual,2010,7.0,154,Toyota Fortuner 3.0 Diesel,7,0.18536420071490775,151000,Diesel,1,Second Owner,11.5,2982.0,171.0,1.504738422765225,1,5059.0,17,1.0,0.0,0.0,1.0,0.0,28,10,0.2993815531042407
155,Maruti,Individual,2019,5.0,155,Maruti Swift Dzire VDI,97,0.06449574875145596,30000,Diesel,1,First Owner,28.4,1248.0,74.02,-2.4232097951741567,3,35091.0,106,1.0,0.0,1.0,0.0,0.0,20,99,-0.35797528539639534
156,Tata,Individual,2013,7.0,156,Tata Sumo Gold GX,2,-0.406891213906006,145000,Diesel,1,First Owner,15.3,2956.0,83.83,0.6779306840861328,1,8081.0,46,1.0,0.0,1.0,0.0,0.0,27,6,-0.4038951134633411
157,Tata,Individual,2003,4.0,157,Tata Indica DLX,1,-0.7332360342073259,70000,Diesel,1,First Owner,18.89353046594982,1396.0,88.24298214285714,0.25846808050697156,3,8081.0,2,1.0,0.0,1.0,0.0,0.0,27,2,-0.4038951134633411
158,Hyundai,Individual,2016,5.0,158,Hyundai Grand i10 CRDi Sportz,10,-0.32228329753158974,90000,Diesel,1,Second Owner,24.0,1120.0,70.0,0.15982783864863276,3,15548.0,118,1.0,0.0,0.0,1.0,0.0,11,118,-0.26450256908028097
159,Hyundai,Dealer,2018,5.0,159,Hyundai Santro Asta BSIV,3,-0.1288937743900669,7000,Petrol,1,First Owner,20.3,1086.0,68.0,-0.9662843039393365,3,15548.0,104,0.0,1.0,1.0,0.0,0.0,11,104,-0.10855554250842206
160,Maruti,Individual,2013,5.0,160,Maruti Swift Dzire VDI,97,-0.27997933934438163,102996,Diesel,1,Second Owner,23.4,1248.0,74.0,0.6449332817712707,3,35091.0,152,1.0,0.0,0.0,1.0,0.0,20,124,-0.35797528539639534
161,Hyundai,Individual,2010,5.0,161,Hyundai i20 Asta Optional With Sunroof 1.2,1,-0.5156728206731126,90000,Petrol,1,others,17.0,1197.0,80.0,0.8208464936252203,3,15548.0,42,0.0,1.0,0.0,0.0,1.0,11,41,-0.26450256908028097
162,Mercedes-Benz,Dealer,2016,5.0,162,Mercedes-Benz E-Class E250 CDI Avantgarde,3,2.7236016919473953,31000,Diesel,0,First Owner,13.0,2143.0,204.0,-0.6037324301673449,1,355.0,6,1.0,0.0,1.0,0.0,0.0,21,5,3.4624038132548263
163,Mahindra,Individual,2006,8.0,163,Mahindra Scorpio 2.6 CRDe,3,-0.47941228508407707,120000,Diesel,1,others,10.5,2179.0,120.0,1.1432935774823325,1,18820.0,8,1.0,0.0,0.0,0.0,1.0,19,3,-0.049666327583259055
164,Maruti,Individual,2019,5.0,164,Maruti Vitara Brezza ZDi Plus AMT,1,0.4573182176326743,9850,Diesel,0,First Owner,24.3,1248.0,88.5,-2.4232097951741567,3,35091.0,106,1.0,0.0,1.0,0.0,0.0,20,99,-0.35797528539639534
165,Hyundai,Individual,2017,5.0,165,Hyundai EON Era Plus,42,-0.4189780591023512,8000,Petrol,1,First Owner,21.1,814.0,55.2,-0.5703787972979606,4,15548.0,162,0.0,1.0,1.0,0.0,0.0,11,162,-0.26450256908028097
166,Mahindra,Individual,2016,6.0,166,Mahindra KUV 100 mFALCON G80 K2,3,-0.4189780591023512,40000,Petrol,1,First Owner,18.15,1198.0,82.0,0.48571453287014466,3,18820.0,71,0.0,1.0,1.0,0.0,0.0,19,14,-0.049666327583259055
167,Maruti,Individual,2008,4.0,167,Maruti Swift 1.3 VXi,14,-0.539846511065803,80000,Petrol,1,Second Owner,21.561637837837836,1197.0,70.64806695464362,0.7387382097757372,3,35091.0,56,0.0,1.0,0.0,1.0,0.0,20,13,-0.35797528539639534
168,Hyundai,Individual,2016,5.0,168,Hyundai i20 Asta Option 1.4 CRDi,8,0.06449574875145596,40000,Diesel,1,First Owner,22.54,1396.0,88.73,-0.07320221635043335,3,15548.0,118,1.0,0.0,1.0,0.0,0.0,11,118,-0.26450256908028097
169,Honda,Individual,2016,5.0,169,Honda Brio 1.2 VX MT,3,-0.2848140774229197,60000,Petrol,1,Second Owner,18.5,1198.0,86.8,0.20846876798438715,3,3884.0,61,0.0,1.0,0.0,1.0,0.0,10,55,-0.11712715449401692
170,BMW,Dealer,2018,4.0,170,BMW 6 Series GT 630d Luxury Line,5,6.4705237028144005,27000,Diesel,0,First Owner,17.09,2993.0,261.4,-1.6086383175488173,1,982.0,11,1.0,0.0,1.0,0.0,0.0,3,5,5.727509713930722
171,Maruti,Individual,2017,5.0,171,Maruti Eeco 5 Seater AC BSIV,19,-0.2981096071388994,120000,Petrol,1,First Owner,15.37,1196.0,73.0,-0.3806707764355942,3,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
172,Hyundai,Individual,2013,5.0,172,Hyundai Verna 1.6 SX,27,-0.22558974464534798,80000,Diesel,1,Second Owner,22.32,1582.0,126.32,0.3319444977429747,2,15548.0,88,1.0,0.0,0.0,1.0,0.0,11,88,-0.26450256908028097
173,Toyota,Dealer,2018,5.0,173,Toyota Corolla Altis 1.8 G,2,0.9105749124956185,13534,Petrol,1,First Owner,14.28,1798.0,138.03,-0.5008867120775252,2,5059.0,26,0.0,1.0,1.0,0.0,0.0,28,13,0.7757515810472455
174,Toyota,Individual,2018,7.0,174,Toyota Innova Crysta 2.8 GX AT BSIV,4,1.327571071769527,10000,Diesel,0,First Owner,11.36,2755.0,171.5,-0.5008867120775252,1,5059.0,26,1.0,0.0,1.0,0.0,0.0,28,10,0.2993815531042407
175,Volkswagen,Individual,2011,5.0,175,Volkswagen Vento Diesel Comfortline,5,-0.4673254398877319,120000,Diesel,1,others,20.54,1598.0,103.6,1.21467945054608,2,599.0,29,1.0,0.0,0.0,0.0,1.0,29,28,-0.23759579783563023
176,BMW,Dealer,2019,5.0,176,BMW X4 M Sport X xDrive20d,56,5.74531299103369,7500,Diesel,0,First Owner,16.78,1995.0,190.0,-3.251770794237543,1,982.0,58,1.0,0.0,1.0,0.0,0.0,3,58,5.727509713930722
177,Tata,Individual,2020,5.0,177,Tata Tiago 2019-2020 XZ,1,-0.1772411551754476,15000,Petrol,1,First Owner,23.84,1199.0,83.83,-1.3405476648017953,3,8081.0,7,0.0,1.0,1.0,0.0,0.0,27,7,-0.4038951134633411
178,Hyundai,Individual,2018,5.0,178,Hyundai i20 1.2 Spotz,7,0.004061522769730063,15000,Petrol,1,First Owner,18.6,1197.0,81.83,-0.9662843039393365,3,15548.0,104,0.0,1.0,1.0,0.0,0.0,11,104,-0.26450256908028097
179,Hyundai,Individual,2016,5.0,179,Hyundai i20 Asta Option 1.4 CRDi,8,0.10679970693866409,25000,Diesel,1,First Owner,22.54,1396.0,88.73,-0.07320221635043335,3,15548.0,118,1.0,0.0,1.0,0.0,0.0,11,118,-0.26450256908028097
180,Skoda,Dealer,2018,5.0,180,Skoda Superb LK 1.8 TSI AT,2,1.4726120054411496,50000,Petrol,0,First Owner,14.67,1798.0,177.46,-0.7220898567470839,2,897.0,5,0.0,1.0,1.0,0.0,0.0,26,3,0.3032902714219526
181,Maruti,Individual,2018,5.0,181,Maruti Swift Dzire AMT ZDI Plus,4,0.1007562843404915,60000,Diesel,0,First Owner,28.4,1248.0,74.02,-0.7529080876777112,3,35091.0,221,1.0,0.0,1.0,0.0,0.0,20,208,-0.35797528539639534
182,Maruti,Dealer,2017,5.0,182,Maruti Swift VDI Optional,10,0.05603495711401433,58559,Diesel,1,First Owner,25.2,1248.0,74.0,-0.3806707764355942,3,35091.0,227,1.0,0.0,1.0,0.0,0.0,20,206,-0.11139741215452358
183,Hyundai,Individual,2017,5.0,183,Hyundai Grand i10 1.2 Kappa Asta,4,-0.1772411551754476,27500,Petrol,1,First Owner,18.9,1197.0,81.86,-0.5703787972979606,3,15548.0,162,0.0,1.0,1.0,0.0,0.0,11,162,-0.26450256908028097
184,Tata,Individual,2010,5.0,184,Tata Manza Aura (ABS) Quadrajet BS IV,6,-0.539846511065803,188000,Diesel,1,Second Owner,21.12,1248.0,88.8,0.9268121985956279,3,8081.0,41,1.0,0.0,0.0,1.0,0.0,27,32,-0.4038951134633411
185,Tata,Individual,2019,5.0,185,Tata Tigor 1.2 Revotron XT,5,-0.11680692919372172,15000,Petrol,1,First Owner,20.3,1199.0,84.0,-1.5767191602400932,3,8081.0,23,0.0,1.0,1.0,0.0,0.0,27,21,-0.4038951134633411
186,Renault,Individual,2013,5.0,186,Renault Duster 110PS Diesel RxZ,14,0.004061522769730063,120000,Diesel,1,Second Owner,19.01,1461.0,108.45,0.8653940904043981,3,922.0,17,1.0,0.0,0.0,1.0,0.0,25,17,-0.2859515383770954
187,Hyundai,Individual,2016,5.0,187,Hyundai i20 2015-2017 Asta Option 1.2,1,0.004061522769730063,29000,Petrol,1,First Owner,18.6,1197.0,81.83,-0.07320221635043335,3,15548.0,118,0.0,1.0,1.0,0.0,0.0,11,118,-0.26450256908028097
188,Hyundai,Individual,2015,5.0,188,Hyundai Grand i10 Sportz,21,-0.2981096071388994,128000,Petrol,1,First Owner,18.9,1197.0,82.0,0.08515743795291875,3,15548.0,119,0.0,1.0,1.0,0.0,0.0,11,119,-0.26450256908028097
189,Maruti,Individual,2005,5.0,189,Maruti Alto LX,36,-0.6728018082256,100000,Petrol,1,others,19.7,796.0,46.3,0.6783098756718344,4,35091.0,35,0.0,1.0,0.0,0.0,1.0,20,26,-0.35797528539639534
190,Maruti,Individual,2019,5.0,190,Maruti Baleno Zeta Automatic,5,0.01614836796607524,10000,Petrol,0,First Owner,21.4,1197.0,83.1,-2.4232097951741567,3,35091.0,106,0.0,1.0,1.0,0.0,0.0,20,99,-0.35797528539639534
191,Maruti,Individual,2017,5.0,191,Maruti Alto K10 VXI,45,-0.3766741009151431,25000,Petrol,1,First Owner,23.95,998.0,67.05,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
192,Chevrolet,Individual,2007,5.0,192,Chevrolet Spark 1.0 LT,13,-0.6728018082256,60000,Petrol,1,Second Owner,18.0,995.0,62.0,-0.40715009196777324,4,1317.0,4,0.0,1.0,0.0,1.0,0.0,4,4,-0.5092084317550766
193,Ford,Individual,2018,5.0,193,Ford Figo Aspire 1.5 TDCi Titanium,9,0.004061522769730063,21000,Diesel,1,First Owner,25.83,1498.0,99.0,-1.052732822592658,3,3659.0,45,1.0,0.0,1.0,0.0,0.0,9,42,-0.1804388998962062
194,Maruti,Individual,1999,4.0,194,Maruti 800 AC,32,-0.6848886534219452,26320,Petrol,1,First Owner,16.1,796.0,37.0,0.0896704289936022,4,35091.0,11,0.0,1.0,1.0,0.0,0.0,20,7,-0.35797528539639534
195,Nissan,Individual,2015,5.0,195,Nissan Micra Active XV S,1,-0.4189780591023512,80000,Petrol,1,First Owner,19.49,1198.0,67.04,0.18225937443205426,3,213.0,10,0.0,1.0,1.0,0.0,0.0,23,10,-0.24204475758112015
196,Tata,Individual,2017,7.0,196,Tata Safari DICOR 2.2 EX 4x2,9,-0.026155590221132882,72000,Diesel,1,First Owner,13.93,2179.0,138.03,-0.10256500506720785,1,8081.0,63,1.0,0.0,1.0,0.0,0.0,27,15,-0.4038951134633411
197,Chevrolet,Individual,2011,5.0,197,Chevrolet Spark 1.0 LT,13,-0.5821504692530111,70000,Petrol,1,First Owner,18.0,995.0,62.0,0.1261465539081287,4,1317.0,33,0.0,1.0,1.0,0.0,0.0,4,26,-0.5092084317550766
198,Lexus,Dealer,2019,5.0,198,Lexus ES 300h,32,5.44314186112506,20000,Petrol,0,First Owner,22.37,2487.0,214.56,-1.798088158141012,1,0.0,32,0.0,1.0,1.0,0.0,0.0,17,32,6.124801665148368
199,Maruti,Dealer,2018,5.0,199,Maruti Swift VDI,49,0.13097339733135444,39000,Diesel,1,First Owner,28.4,1248.0,74.0,-0.7529080876777112,3,35091.0,221,1.0,0.0,1.0,0.0,0.0,20,208,-0.11139741215452358
200,Fiat,Individual,2013,5.0,200,Fiat Grande Punto Active (Diesel),2,-0.44315174949504155,52000,Diesel,1,First Owner,20.3,1248.0,75.0,0.49604047861902445,3,305.0,6,1.0,0.0,1.0,0.0,0.0,7,6,-0.505449174858796
201,Ford,Individual,2008,5.0,201,Ford Fiesta 1.4 SXi TDCi ABS,4,-0.5700636240566659,163000,Diesel,1,others,17.8,1399.0,68.0,1.6460524858542087,3,3659.0,6,1.0,0.0,0.0,0.0,1.0,9,6,-0.1804388998962062
202,Maruti,Individual,2010,4.0,202,Maruti 800 Std,18,-0.6365412726365645,70000,Petrol,1,Second Owner,16.1,796.0,37.0,1.037198330406781,4,35091.0,111,0.0,1.0,0.0,1.0,0.0,20,15,-0.35797528539639534
203,Mahindra,Individual,2011,7.0,203,Mahindra Bolero DI,5,-0.32228329753158974,80000,Diesel,1,First Owner,13.6,2523.0,63.0,1.21251810525903,1,18820.0,57,1.0,0.0,1.0,0.0,0.0,19,25,-0.049666327583259055
204,Renault,Individual,2017,5.0,204,Renault KWID Climber 1.0 MT,3,-0.43106490429869637,50000,Petrol,1,First Owner,23.01,999.0,67.0,-0.466126140146685,4,922.0,33,0.0,1.0,1.0,0.0,0.0,25,28,-0.2859515383770954
205,Audi,Individual,2013,5.0,205,Audi A6 2.0 TDI Premium Plus,1,1.6357856242763291,35000,Diesel,0,Second Owner,17.68,1968.0,174.33,-0.8794137010673269,1,130.0,2,1.0,0.0,0.0,1.0,0.0,2,2,1.1098735067236636
206,Honda,Individual,2006,5.0,206,Honda City 2017-2020 GXi,18,-0.5156728206731126,100000,Petrol,1,Second Owner,17.7,1497.0,78.0,0.6180700077776765,3,3884.0,11,0.0,1.0,0.0,1.0,0.0,10,11,-0.11712715449401692
207,Datsun,Individual,2017,7.0,207,Datsun GO Plus T,1,-0.539846511065803,140000,Petrol,1,First Owner,19.02,1198.0,67.05,-0.21778003638219873,3,156.0,12,0.0,1.0,1.0,0.0,0.0,6,2,-0.4488001229885455
208,Maruti,Dealer,2018,5.0,208,Maruti Baleno Alpha 1.3,34,0.11284312953683667,38817,Diesel,1,First Owner,27.39,1248.0,74.0,-0.7529080876777112,3,35091.0,221,1.0,0.0,1.0,0.0,0.0,20,208,-0.11139741215452358
209,Tata,Individual,2012,4.0,209,Tata Nano Lx BSIV,3,-0.7090623438146355,90000,Petrol,1,First Owner,25.4,624.0,37.48,0.5279502082588419,4,8081.0,68,0.0,1.0,1.0,0.0,0.0,27,11,-0.4038951134633411
210,Hyundai,Individual,2010,5.0,210,Hyundai Santro Xing GLS,16,-0.539846511065803,90000,Petrol,1,First Owner,17.92,1086.0,62.1,0.46993867394150113,3,15548.0,42,0.0,1.0,1.0,0.0,0.0,11,41,-0.26450256908028097
211,Hyundai,Individual,2015,5.0,211,Hyundai Xcent 1.1 CRDi S,8,-0.2981096071388994,60000,Diesel,1,Second Owner,24.4,1120.0,71.0,0.23665445521329495,3,15548.0,119,1.0,0.0,0.0,1.0,0.0,11,119,-0.26450256908028097
212,Mahindra,Individual,2017,7.0,212,Mahindra Scorpio Intelli Hybrid S10 4WD,1,0.4875353306235372,90000,Diesel,1,First Owner,15.4,2179.0,120.0,0.20675391118241768,1,18820.0,55,1.0,0.0,1.0,0.0,0.0,19,41,-0.049666327583259055
